,0,1,2,3,4,5,6,7,8,9,10
8185,Cleveland State University (CSU),"biological, geological, and environmental sciences","$21,000",1.05,2020-2021,1st,,"$21,000",,,
8186,Syracuse University,Computer Science,"$20,366",0.95,2020-2021,1st,,,"$20,366",,
8187,University of Southern California (USC),ECE,"$31,900",1.23,2020-2021,1st,,"$32,000",,,$100
8188,,,"$32,000",,2020-2021,2nd,,"$32,000",,,
8189,Brown University,Epidemiology,"$26,363",1.16,2019-2020,2nd,"* Summer is a free-for-all. You receive a fraction of a stipend, but will be responsible to make up <span class=""truncated""> the remaining amount with additional work, RAships, etc., but your expectation of work hours DOES NOT change!!</span>",,"$26,363",,
8190,Duquesne University (DU),Pharmacology ,"$23,000",1.11,2020-2021,1st,,"$23,000",,,
8191,Duquesne University (DU),Pharmacology ,"$23,000",1.11,2020-2021,1st,,"$23,000",,,
8192,Medical University of South Carolina,Biomedical Data Science and Informatics ,"$29,000",1.21,2020-2021,1st,,"$29,000",,,
8193,Medical University of South Carolina,Biomedical Data Science and Informatics ,"$29,000",1.21,2020-2021,1st,,"$29,000",,,
8194,Medical University of South Carolina,Biomedical Data Science and Informatics ,"$29,000",1.21,2020-2021,1st,,"$29,000",,,
8195,Lehigh University,Chemical and Biological Engineering ,"$2,450",0.11,2020-2021,1st,,"$2,450",,,
8196,University of South Carolina (USC),Anthropology,"$11,500",0.51,2020-2021,1st,,,"$13,500",,"$2,000"
8197,Columbia University (CU),Economics,"$41,000",1.38,2020-2021,1st,,"$41,000",,,
8198,New York University (NYU),Economics,"$26,000",0.87,2020-2021,1st,,"$26,000",,,
8199,Northwestern University (NU),Economics,"$33,500",1.38,2020-2021,1st,,"$33,500",,,
8200,University of Chicago (UC),Economics,"$42,000",1.73,2020-2021,1st,Department of Economics,"$42,000",,,
8201,University of Chicago (UC),Economics,"$43,500",1.79,2020-2021,1st,Booth,"$43,500",,,
8202,University of Illinois - Chicago (UIC),Anthropology,"$20,615",0.85,2020-2021,1st,,,"$20,615",,
8203,University of California - Los Angeles (UCLA),Linguistics,"$35,000",1.35,2020-2021,1st,,,"$29,000","$6,000",
8204,Virginia Tech,Electrical Engineering,"$23,000",1.09,2020-2021,1st,Offer letter / GRA + tuition waiver,"$23,000",,,
8205,Princeton University,Computer Science,"$35,800",1.41,2020-2021,1st,Fellowship with $5000 bonus on top of normal stipend.,,"$35,800",,
8206,Carnegie Mellon University (CMU),Computer Science Department,"$26,096",1.26,2020-2021,1st,,,"$27,000",,$904
8207,University of California - San Diego (UCSD),Neuroscience,"$34,500",1.30,2020-2021,1st,,"$34,500",,,
8208,Georgetown University,Biology,"$33,000",1.07,2020-2021,3rd,,"$33,000",,,
8209,Northwestern University (NU),History,"$32,500",1.34,2020-2021,1st,"First year is fellowship, assistantships in years to follow","$33,000",,,$500
8210,University of Oklahoma (OU),Data Science and Analytics,"$19,000",0.94,2020-2021,1st,,"$24,000",,,"$5,000"
8211,CUNY - Hunter College,Biology,"$29,872",1.00,2018-2019,2nd,"Heavy teaching burden.  1/2-2/3 of my salary comes from TA.  Most phd students have to teach from <span class=""truncated""> the 2nd year through the end due to PI &#39;s limited budget.  Nearly half of  my time is spent on teaching stuff.</span>","$30,000",,,$128
8212,CUNY - Hunter College,BIOLOGY,"$34,757",1.17,2019-2020,3rd,"For 2019 tax year,  $23706 from TA,  $11179 from RA.","$34,885",,,$128
8213,Texas Tech University (TTU),Chemical Engineering,"$24,000",1.18,2020-2021,1st,Out of pocket health insurance ,"$29,000",,,"$5,000"
8214,Louisiana State University - Baton Rouge,Chemical Engineering,"$25,000",1.15,2020-2021,1st,"$2800 University health insurance, ~$400 Mandatory fees","$25,000",,,
8215,Dartmouth College,Molecular and Cellular Biology,"$30,324",1.22,2019-2020,1st,,"$30,324",,,
8216,University of Wisconsin - Madison (UW),statistics,"$19,500",0.85,2020-2021,1st,,,"$20,200",,$700
8217,University of North Texas Health Science Center,Biomedical Sciences,"$26,185",1.20,2020-2021,1st,Waived tuition and fees,"$26,185",,,
8218,Georgetown University,Biochemistry ,"$31,000",1.00,2020-2021,2nd,,"$31,000",,,
8219,University of Wisconsin - Milwaukee (UWM),electrical eng,"$20,000",0.93,2020-2021,,,,"$20,000",,
8220,University of Wisconsin - Milwaukee (UWM),animal science,"$20,000",0.93,2020-2021,,,,"$20,000",,
8221,Duke University (DU),Mechanical Engineering and Materials Science,"$32,400",1.46,2020-2021,1st,,"$32,400",,,
8222,University of California - San Diego (UCSD),Sociology,"$24,000",0.91,2020-2021,,,,"$24,000",,
8223,Michigan Technological University (MTU),Mechanical Engineering,"$29,000",1.43,2020-2021,4th,80% insurance is covered ($600 annual payment is required + $500 approx in other fees),"$29,600",,,$600
8224,University of California - Los Angeles (UCLA),sociology,"$24,000",0.93,2020-2021,1st,,,"$24,000",,
8225,Northern Arizona University (NAU),Ecosystem Sci &amp; Society Ctr,"$27,500",1.18,2020-2021,1st,"$20,000 for the academic year, $7500 summer stipend. Summer amount varies from lab to lab","$27,500",,,
8226,Northern Arizona University (NAU),Ecosystem Sci &amp; Society Ctr,"$27,500",1.18,2020-2021,1st,,,"$20,000","$7,500",
8227,Brown University,Hispanic studies ,"$29,800",1.31,2019-2020,1st,,"$30,000",,,$200
8228,University of Maryland - College Park (UMD),economics,"$22,161",0.73,2020-2021,1st,,"$22,286",,,$125
8229,,political science ,"$18,600",,2020-2021,1st,,,"$20,000",,"$1,400"
8230,,political science ,"$18,600",,2020-2021,1st,,,"$20,000",,"$1,400"
8231,Indiana University,political science ,"$18,600",0.86,2020-2021,1st,,,"$20,000",,"$1,400"
8232,University of California - San Diego (UCSD),Communications,"$22,000",0.83,2020-2021,2nd,,,"$22,000",,
8233,Tulane University (TU),Political Science,"$22,484",0.98,2020-2021,1st,,"$22,484",,,
8234,University of Cincinnati (UC),Political Science,"$15,547",0.81,2020-2021,1st,,,"$16,000",,$453
8235,Florida State University (FSU),Political Science,"$22,000",0.94,2020-2021,1st,,"$23,000",,,"$1,000"
8236,Purdue University - West Lafayette,Chemistry,"$23,650",1.12,2020-2021,,,"$25,000",,,"$1,350"
8237,University of California - San Diego (UCSD),Political  Science,"$27,012",1.02,2020-2021,1st,"5k summer stipend, 10k fellowship, 10k TAship. ","$27,012",,,
8238,Baylor University (BU),Physics,"$26,600",1.34,2020-2021,1st,,"$26,600",,,
8239,Baylor University (BU),Physics,"$28,600",1.44,2020-2021,1st,,"$28,600",,,
8240,Columbia University (CU),Ceem,"$39,155",1.32,2020-2021,2nd,,"$40,155",,,"$1,000"
8241,University of Wisconsin - Madison (UW),Engineering Physics,"$26,000",1.14,2020-2021,1st,,"$27,500",,,"$1,500"
8242,University of California - Berkeley,Political Science,"$36,000",1.30,2019-2020,1st,,"$36,000",,,
8243,Illinois State University (ISU),structural engineering,"$24,000",1.06,2020-2021,6th and up,,"$24,000",,,
8244,Virginia Tech,Electrical and Computer Engineering,"$23,070",1.10,2020-2021,1st,,,"$25,200",,"$2,130"
8245,University of Wisconsin - Madison (UW),Statistics,"$25,500",1.12,2020-2021,,"Insurance is under $50 per month. Unsure about fees. Summer funding is informed guess--told that <span class=""truncated""> grad students have TA opportunities in summer</span>",,"$20,500","$5,000",
8246,University of California - Los Angeles (UCLA),Biostatistics,"$30,320",1.17,2020-2021,,"Full insurance, low fees. Roughly 180-200 per 9-month / academic year",,"$24,000","$6,500",$180
8247,Florida Atlantic University (FAU),Comparative Studies,"$13,000",0.54,2020-2021,,,,"$15,000",,"$2,000"
8248,Arizona State University (ASU),Sustainability ,"$17,000",0.77,2020-2021,1st,,,"$17,000",,
8249,University of Michigan - Ann Arbor (UM),Statistics,"$29,300",1.27,2020-2021,1st,,,"$24,300","$5,000",
8250,University of California - Los Angeles (UCLA),Chemical Engineering,"$32,000",1.24,2020-2021,1st,,"$32,000",,,
8251,,Math,"$20,950",,2020-2021,1st,Also receive SLOAN fellowship and Graduate College Fellowship,,"$21,600",,$650
8252,University of Illinois - Urbana- Champaign (UIUC),Math,"$20,950",0.95,2020-2021,1st,Also receive SLOAN fellowship and Graduate College Fellowship,,"$21,600",,$650
8253,Purdue University - West Lafayette,,"$24,700",1.17,2020-2021,,,,"$25,000",,$300
8254,Eastern New Mexico University,Biology,"$5,940",,2019-2020,1st,We do not receive a tuition waiver,,"$8,500",,"$2,560"
8255,University of Texas - Austin (UT),Biomedical Engineering,"$32,000",1.40,2020-2021,5th,$5000 Engineering faculty fellowship ,"$32,000",,,
8256,University of North Carolina - Chapel Hill (UNC),,"$24,620",1.11,2020-2021,1st,,,"$18,853","$6,467",$700
8257,University of Southern California (USC),Environmental Engineering,"$32,000",1.24,2020-2021,1st,,"$32,000",,,
8258,Florida State University (FSU),Communication,"$23,700",1.02,2019-2020,1st,Sumer funding guaranteed. ,,"$17,700","$6,000",
8259,Northwestern University (NU),Materials Science &amp; Engineering,"$33,570",1.38,2020-2021,1st,,"$33,570",,,
8260,Stanford University (SU),Biosciences,"$46,000",1.60,2020-2021,1st,,"$46,000",,,
8261,University of Texas - Austin (UT),Advertising,"$25,320",1.11,2020-2021,1st,,,"$25,320",,
8262,University of Florida (UF),Interdiciplinary Ecology,"$25,000",1.10,2020-2021,1st,TA for 4 terms,"$25,000",,,
8263,University of California - Davis (UCD),Sociology,"$23,959",1.00,2020-2021,1st,,,"$23,109","$2,000","$1,150"
8264,University of Connecticut (UConn),human development and family studies ,"$25,410",1.04,2020-2021,1st,,,"$25,410",,
8265,University of California - Berkeley,IDI,"$36,000",1.30,2020-2021,,,"$36,000",,,
8266,Eastern New Mexico University,Biology,"$8,500",,2019-2020,1st,Assistantships receive no tuition or fee waiver.,,"$8,500",,
8267,Northeastern University (NU),Electrical and Computer Engineering,"$34,200",1.19,2019-2020,1st,,"$34,200",,,
8268,University of California - Santa Barbara (UCSB),,"$29,000",1.10,2020-2021,,,"$29,000",,,
8269,University of California - Santa Barbara (UCSB),,"$29,000",1.10,2020-2021,1st,,"$29,000",,,
8270,McGill University,Human Genetics/Kyoto-McGill Genomic Medicine,"$15,000",,2019-2020,1st,"Additional $7,000.00 given one time for year spent at Kyoto University","$15,000",,,
8271,Vanderbilt University,Biological and Biomedical Sciences/IGP/Human Genetics,"$33,000",1.44,2019-2020,1st,Interdisciplinary Graduate Program (IGP),"$33,000",,,
8272,University of Central Florida (UCF),Statistics,"$18,000",0.78,2020-2021,1st,,"$18,000",,,
8273,University of Chicago (UC),Biosciences/Human Genetics,"$33,652",1.39,2020-2021,1st,$750 given one time for moving expenses,"$33,652",,,
8274,Stanford University (SU),Biosciences/Genetics,"$45,792",1.59,2020-2021,1st,,"$45,792",,,
8275,University of California - Berkeley,Computational Biology,"$37,750",1.36,2020-2021,1st,,"$37,750",,,
8276,University of Washington (UW),MCB,"$38,700",1.66,2020-2021,,,"$38,700",,,
8277,Dartmouth College,molecular and cellular biology,"$30,000",1.21,2017-2018,5th,tuition is fully covered,"$30,000",,,
8278,Duke University (DU),ECE,"$32,400",1.46,2020-2021,1st,,"$32,400",,,
8279,Montana State University (MSU),Chemistry and Biochemistry,"$25,000",1.19,2020-2021,,350.00 per semester for 6 credits of mandatory fees only!   Health insurance is not covered.,"$25,000",,,
8280,Montana State University (MSU),Chemistry and Biochemistry,"$25,000",1.19,2020-2021,,350.00 per semester is ~ for 6 credits of mandatory fees only.  ,"$25,000",,,
8281,University of California - Berkeley,Graduate School of Education,"$29,000",1.04,2020-2021,,"This is the amount for Regents. Before I was chosen for Regents, I was offered $20,000.","$29,000",,,
8282,Arizona State University (ASU),,"$17,100",0.77,2020-2021,1st,,"$17,100",,,
8283,University of Texas - Austin (UT),,"$25,320",1.11,2020-2021,1st,,,"$25,320",,
8284,University of Texas - Austin (UT),,"$101,280",4.44,2020-2021,1st,,,"$101,280",,
8285,Michigan State University (MSU),media and information,"$24,733",1.21,2020-2021,1st,,,"$18,500","$6,233",
8286,Massachusetts Institute of Technology (MIT),Sloan,"$45,000",1.61,2020-2021,1st,,"$45,000",,,
8287,University of California - San Diego (UCSD),Clinical Psychology,"$25,320",0.96,2020-2021,1st,,"$25,320",,,
8288,University of Utah,Economics,"$18,500",0.83,2020-2021,1st,,,"$18,500",,
8289,University of Illinois - Urbana- Champaign (UIUC),Environmental Engineering,"$34,500",1.57,2020-2021,1st,,"$35,000",,,$500
8290,Drexel University (DU),Electrical Engineering,"$17,820",0.74,2020-2021,4th,,,"$17,820",,
8291,,,"$29,000",,2020-2021,,,,"$29,000",,
8292,Purdue University - West Lafayette,,"$29,000",1.37,2020-2021,,,,"$29,000",,
8293,University of California - Berkeley,sociology,"$28,000",1.01,2020-2021,1st,,,"$26,000","$2,000",
8294,University of Idaho (UI),,"$12,000",0.58,2020-2021,1st,,,"$14,000",,"$2,000"
8295,,,"$12,000",,2020-2021,1st,,,"$14,000",,"$2,000"
8296,University of Texas - Dallas (UTD),Mechanical Engineering,"$22,400",1.04,2020-2021,1st,"You have to pay health insurance (1158 per semester) or you need to take premium tax credit for a <span class=""truncated""> CAA approved health insurance.  Costly city. An international student may lose their possibility to apply for immigration due to taking the tax credit.</span>","$22,400",,,
8297,University of Texas - Dallas (UTD),Mechanical Engineering,"$1,850",0.09,2020-2021,1st,,"$1,850",,,
8298,University of Florida (UF),Civil and Coastal engineering,"$25,800",1.14,2020-2021,1st,,"$27,000",,,"$1,200"
8299,Vanderbilt University,Earth and Environmental Science,"$29,500",1.28,2020-2021,,,"$30,000",,,$500
8300,University of Virginia (UVA),BIOMEDICAL ENGINEERING ,"$30,500",1.34,2020-2021,,,"$30,500",,,
8301,University of Arkansas - Fayetteville,Geosciences,"$25,100",1.26,2020-2021,1st,,"$26,500",,,"$1,400"
8302,Arizona State University (ASU),,"$122,272",5.51,2020-2021,1st,,"$122,272",,,
8303,Wake Forest University,Chemistry,"$25,225",,2020-2021,,,"$25,725",,,$500
8304,University of Minnesota - Twin Cities (UM),Developmental Psychology,"$23,000",1.00,2020-2021,2nd,,"$25,000",,,"$2,000"
8305,University of Minnesota - Twin Cities (UM),Developmental Psychology,"$-1,975",-0.09,2020-2021,2nd,,$25,,,"$2,000"
8306,University of Pennsylvania,Chemical and Biomolecular Engineering,"$34,000",1.41,2019-2020,1st,,"$34,000",,,
8307,Brigham Young University (BYU),Chemistry and Biochemistry,"$25,000",1.21,2019-2020,2nd,,"$25,000",,,
8308,cu ansutlz,biomedical,"$32,000",,2020-2021,1st,,"$32,000",,,
8309,,biomedical,"$32,000",,2020-2021,1st,,"$32,000",,,
8310,University of California - Davis (UCD),Communication,"$21,311",0.89,2020-2021,1st,"Around 22k/yr without potential summer salary + health insurance + tuition and partial fee waiver . <span class=""truncated""> Will have to pay a small portion of fees of 600 per yr. Summer fundings are not guaranteed, but it seems like everyone who applied for a summer teaching assignment got what they wanted. </span>",,"$21,911",,$600
8311,Cornell University (CU),Chemistry,"$36,360",1.50,2020-2021,,,"$36,360",,,
8312,University of Minnesota - Twin Cities (UM),pharmaceutics,"$22,500",0.98,2020-2021,2nd,,"$24,700",,,"$2,200"
8313,Ohio State University (OSU),educational studies,"$26,312",1.31,2020-2021,1st,,"$26,312",,,
8314,University of Missouri (MU),Biochemistry,"$30,000",1.46,2020-2021,1st,I was awarded the Life Science Fellowship with a recurring stipend of 30k for up to four years. ,"$30,000",,,
8315,University of Hawaii - Manoa (UH),American Studies,"$18,990",0.62,2020-2021,1st,,"$18,990",,,
8316,New York University (NYU),Tandon Computer Science,"$36,000",1.21,2020-2021,1st,"No fees or tuition. Healthcare included. In the summer you get a higer pay if you choose to stay at <span class=""truncated""> the uni, so in practice it&#39;s slightly higher than this.</span>","$36,000",,,
8317,New York University (NYU),Tandon Computer Science,"$3,000",0.10,2020-2021,1st,"No fees or tuition. Healthcare included.

In the summer you get a higer pay if you choose to stay <span class=""truncated""> at the uni.</span>",,"$3,000",,
8318,University of Miami (UM),,"$22,000",0.92,2020-2021,,,"$22,000",,,
8319,Duke University (DU),Music Composition,"$34,000",1.53,2019-2020,1st,"Tuition, Fees, and Health insurance are covered by the university in addition to the stipend. 100% <span class=""truncated""> of Overall Pay listed goes directly to the student for living expenses. </span>","$34,000",,,
8320,Florida International University (FIU),Politics and International Relations ,"$18,200",0.76,2019-2020,5th,,"$19,500",,,"$1,300"
